,MLP
test_f1,0.27859738636950737
test_accuracy,0.3626373626373626
train_f1,0.7618813005512974
train_accuracy,0.6840659340659341
test_f1_adrenal,0.21052631578947367
test_f1_bone,0.32558139534883723
test_f1_cns,0.14285714285714285
test_f1_liver,0.17391304347826086
test_f1_ln,0.5245901639344263
test_f1_lung,0.43478260869565216
test_f1_pleura,0.13793103448275862
