,MLP
test_f1,0.2587228044069822
test_accuracy,0.2857142857142857
train_f1,0.42502832291842507
train_accuracy,0.45054945054945056
test_f1_adrenal,0.07692307692307693
test_f1_bone,0.27586206896551724
test_f1_cns,0.1951219512195122
test_f1_liver,0.058823529411764705
test_f1_ln,0.48484848484848486
test_f1_lung,0.5194805194805194
test_f1_pleura,0.2
