,MLP
test_f1,0.2601777806211304
test_accuracy,0.32967032967032966
train_f1,0.7682523165562779
train_accuracy,0.6868131868131868
test_f1_adrenal,0.13333333333333333
test_f1_bone,0.3888888888888889
test_f1_cns,0.26666666666666666
test_f1_liver,0.0
test_f1_ln,0.39285714285714285
test_f1_lung,0.36363636363636365
test_f1_pleura,0.27586206896551724
