,MLP
test_f1,0.22238665043186043
test_accuracy,0.4175824175824176
train_f1,0.7684051174229795
train_accuracy,0.6923076923076923
test_f1_adrenal,0.0
test_f1_bone,0.34146341463414637
test_f1_cns,0.07407407407407407
test_f1_liver,0.125
test_f1_ln,0.5283018867924528
test_f1_lung,0.41379310344827586
test_f1_pleura,0.07407407407407407
