,MLP
test_f1,0.27207693140704964
test_accuracy,0.37362637362637363
train_f1,0.6671456521949134
train_accuracy,0.6208791208791209
test_f1_adrenal,0.23529411764705882
test_f1_bone,0.2926829268292683
test_f1_cns,0.1935483870967742
test_f1_liver,0.21052631578947367
test_f1_ln,0.5185185185185185
test_f1_lung,0.25396825396825395
test_f1_pleura,0.2
