,MLP
test_f1,0.22828418060906347
test_accuracy,0.37362637362637363
train_f1,0.7467650276115683
train_accuracy,0.6895604395604396
test_f1_adrenal,0.0
test_f1_bone,0.34146341463414637
test_f1_cns,0.13793103448275862
test_f1_liver,0.09523809523809523
test_f1_ln,0.4727272727272727
test_f1_lung,0.4126984126984127
test_f1_pleura,0.13793103448275862
