,MLP
test_f1,0.24733208419844366
test_accuracy,0.2857142857142857
train_f1,0.4095378000738802
train_accuracy,0.42032967032967034
test_f1_adrenal,0.06666666666666667
test_f1_bone,0.25806451612903225
test_f1_cns,0.19047619047619047
test_f1_liver,0.0
test_f1_ln,0.49230769230769234
test_f1_lung,0.5333333333333333
test_f1_pleura,0.19047619047619047
