,MLP
test_f1,0.6578532443905397
test_accuracy,0.6593406593406593
train_f1,0.9971440900710054
train_accuracy,0.9972527472527473
test_f1_never_met,0.6804123711340206
test_f1_ever_met,0.6352941176470588
