,MLP
test_f1,0.5599613152804642
test_accuracy,0.5604395604395604
train_f1,0.9630332716179584
train_accuracy,0.9642857142857143
test_f1_never_met,0.574468085106383
test_f1_ever_met,0.5454545454545454
