,MLP
test_f1,0.7359767891682785
test_accuracy,0.7362637362637363
train_f1,0.7942183107199609
train_accuracy,0.7967032967032966
test_f1_never_met,0.7272727272727273
test_f1_ever_met,0.7446808510638298
